,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
5697,Fantasy,Horror,,,,,,,,,27778
5698,Horror,Mystery,,,,,,,,,27784
5699,Drama,Mystery,Sci-Fi,Thriller,,,,,,,27788
5700,Children,Comedy,Crime,Drama,Fantasy,,,,,,27790
5701,Action,Horror,Sci-Fi,War,,,,,,,27793
5702,Action,Thriller,,,,,,,,,27801
5703,Action,Crime,Drama,Thriller,,,,,,,27802
5704,Drama,,,,,,,,,,27803
5705,Comedy,Drama,Romance,,,,,,,,27808
5706,Drama,,,,,,,,,,27815
5707,Action,Adventure,Drama,War,,,,,,,27816
5708,Documentary,Drama,,,,,,,,,27820
5709,Drama,Thriller,,,,,,,,,27821
5710,Drama,Thriller,,,,,,,,,27822
5711,Comedy,Drama,Romance,,,,,,,,27826
5712,Documentary,,,,,,,,,,27829
5713,Drama,,,,,,,,,,27830
5714,Crime,Drama,Thriller,,,,,,,,27831
5715,Drama,,,,,,,,,,27834
5716,Action,Adventure,,,,,,,,,27837
5717,Drama,Thriller,,,,,,,,,27838
5718,Drama,Horror,Mystery,Thriller,,,,,,,27839
5719,Documentary,,,,,,,,,,27846
5720,Documentary,,,,,,,,,,27850
5721,Action,Adventure,Drama,Thriller,,,,,,,27865
5722,Drama,,,,,,,,,,27866
5723,Action,Drama,War,,,,,,,,27869
5724,Documentary,,,,,,,,,,27873
5725,Documentary,,,,,,,,,,27878
5726,Documentary,,,,,,,,,,27879
5727,Documentary,,,,,,,,,,27882
5728,Comedy,Documentary,Drama,,,,,,,,27899
5729,Animation,Drama,Mystery,Sci-Fi,Thriller,,,,,,27904
5730,Action,Drama,Fantasy,Sci-Fi,,,,,,,27905
5731,Documentary,,,,,,,,,,27912
5732,Drama,,,,,,,,,,30707
5733,Comedy,Crime,Drama,Horror,Mystery,,,,,,30745
5734,Drama,War,,,,,,,,,30749
5735,Adventure,Children,Comedy,Fantasy,IMAX,,,,,,30793
5736,Drama,Romance,,,,,,,,,30803
5737,Adventure,Comedy,Fantasy,,,,,,,,30810
5738,Drama,,,,,,,,,,30812
5739,Drama,Musical,Romance,,,,,,,,30816
5740,Drama,Musical,,,,,,,,,30818
5741,Drama,,,,,,,,,,30820
5742,Comedy,Drama,,,,,,,,,30822
5743,Comedy,,,,,,,,,,30825
5744,Crime,Drama,Thriller,,,,,,,,30846
5745,Drama,,,,,,,,,,30848
5746,Drama,,,,,,,,,,30850
5747,Comedy,Fantasy,,,,,,,,,30883
5748,Drama,,,,,,,,,,30890
5749,Animation,Documentary,,,,,,,,,30892
5750,Drama,Horror,Mystery,Sci-Fi,Thriller,,,,,,30894
5751,Comedy,Drama,Romance,,,,,,,,30898
5752,Comedy,Drama,,,,,,,,,30994
5753,Comedy,,,,,,,,,,31000
5754,Children,Drama,,,,,,,,,31030
5755,Drama,Romance,,,,,,,,,31038
5756,Comedy,Thriller,,,,,,,,,31049
5757,Comedy,Romance,,,,,,,,,31083
5758,Crime,Drama,,,,,,,,,31086
5759,Action,Crime,Drama,,,,,,,,31101
5760,Comedy,Drama,,,,,,,,,31114
5761,Drama,War,,,,,,,,,31116
5762,Comedy,Crime,,,,,,,,,31123
5763,Animation,Fantasy,Sci-Fi,War,,,,,,,31150
5764,Comedy,Drama,,,,,,,,,31162
5765,Action,Animation,Fantasy,Sci-Fi,,,,,,,31184
5766,Animation,Children,Musical,,,,,,,,31193
5767,Action,Adventure,Crime,Drama,,,,,,,31221
5768,Children,Comedy,,,,,,,,,31223
5769,Drama,,,,,,,,,,31225
5770,Drama,,,,,,,,,,31260
5771,Comedy,Musical,,,,,,,,,31297
5772,Crime,Drama,,,,,,,,,31309
5773,Crime,Drama,Mystery,Thriller,,,,,,,31364
5774,Action,Adventure,Comedy,Crime,Romance,Thriller,,,,,31367
5775,Drama,War,,,,,,,,,31410
5776,Action,Crime,Drama,Thriller,,,,,,,31420
5777,Children,Comedy,,,,,,,,,31422
5778,Action,Horror,Sci-Fi,Thriller,,,,,,,31424
5779,Horror,Mystery,Thriller,,,,,,,,31427
5780,Drama,Horror,Mystery,Thriller,,,,,,,31431
5781,Comedy,Romance,,,,,,,,,31433
5782,Drama,,,,,,,,,,31435
5783,Drama,,,,,,,,,,31437
5784,Comedy,Drama,,,,,,,,,31445
5785,Drama,,,,,,,,,,31522
5786,Crime,Film-Noir,,,,,,,,,31545
5787,Action,Adventure,Sci-Fi,,,,,,,,31553
5788,Crime,Drama,Thriller,,,,,,,,31590
5789,Drama,,,,,,,,,,31610
5790,Action,Adventure,Drama,Romance,War,,,,,,31617
5791,Adventure,Animation,Fantasy,Romance,,,,,,,31658
5792,Action,Animation,Drama,Sci-Fi,,,,,,,31660
5793,Action,Comedy,Romance,,,,,,,,31664
5794,Comedy,Romance,,,,,,,,,31685
5795,Comedy,,,,,,,,,,31692
5796,Comedy,Musical,Romance,,,,,,,,31694
5797,Action,Fantasy,Horror,Thriller,,,,,,,31696
5798,Adventure,Children,Comedy,Fantasy,,,,,,,31698
5799,Children,Comedy,Drama,,,,,,,,31700
5800,Drama,War,,,,,,,,,31702
5801,Mystery,Thriller,,,,,,,,,31737
5802,Action,Fantasy,Horror,Mystery,Sci-Fi,Thriller,,,,,31804
5803,Comedy,,,,,,,,,,31851
5804,Action,Comedy,,,,,,,,,31867
5805,Action,Comedy,,,,,,,,,31878
5806,Drama,Romance,,,,,,,,,31903
5807,Comedy,Horror,,,,,,,,,31909
5808,Adventure,Comedy,Crime,Drama,Mystery,Thriller,,,,,31921
5809,Action,Adventure,Comedy,,,,,,,,31923
5810,Adventure,Comedy,Romance,,,,,,,,31925
5811,Comedy,Crime,Drama,Mystery,,,,,,,31952
5812,Drama,War,,,,,,,,,31973
5813,Comedy,Drama,Romance,,,,,,,,32009
5814,Horror,Thriller,,,,,,,,,32011
5815,Action,Comedy,,,,,,,,,32017
5816,Comedy,Crime,Musical,,,,,,,,32019
5817,Documentary,War,,,,,,,,,32022
5818,Action,Crime,Drama,Thriller,,,,,,,32029
5819,Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,IMAX,,,,32031
5820,Drama,,,,,,,,,,32058
5821,Horror,Mystery,,,,,,,,,32060
5822,Comedy,,,,,,,,,,32116
5823,Drama,,,,,,,,,,32139
5824,Comedy,,,,,,,,,,32160
5825,Crime,Drama,Thriller,,,,,,,,32179
5826,Horror,Mystery,Sci-Fi,Thriller,,,,,,,32213
5827,Drama,,,,,,,,,,32234
5828,Action,Comedy,Crime,,,,,,,,32243
5829,Children,Comedy,Drama,,,,,,,,32289
5830,Comedy,Drama,,,,,,,,,32291
5831,Drama,,,,,,,,,,32294
5832,Adventure,Comedy,Crime,,,,,,,,32296
5833,Comedy,Romance,,,,,,,,,32298
5834,Action,Comedy,,,,,,,,,32300
5835,Documentary,,,,,,,,,,32302
5836,Adventure,Comedy,Documentary,,,,,,,,32314
5837,Crime,Drama,Film-Noir,,,,,,,,32371
5838,Action,Drama,,,,,,,,,32387
5839,Comedy,Crime,Drama,Western,,,,,,,32392
5840,Action,Comedy,,,,,,,,,32440
5841,Comedy,,,,,,,,,,32442
5842,Animation,Comedy,Drama,Fantasy,,,,,,,32456
5843,Action,Comedy,Crime,Drama,,,,,,,32460
5844,Comedy,Crime,Drama,,,,,,,,32469
5845,Action,Adventure,,,,,,,,,32511
5846,Adventure,Drama,War,Western,,,,,,,32515
5847,Animation,Fantasy,Sci-Fi,Thriller,,,,,,,32554
5848,Documentary,,,,,,,,,,32582
5849,Drama,,,,,,,,,,32584
5850,Action,Crime,Film-Noir,Mystery,Thriller,,,,,,32587
5851,Comedy,,,,,,,,,,32589
5852,Action,Adventure,Comedy,,,,,,,,32596
5853,Comedy,Romance,,,,,,,,,32598
5854,Drama,,,,,,,,,,32600
5855,Comedy,Musical,Romance,,,,,,,,32620
5856,Action,Crime,,,,,,,,,32632
5857,Drama,War,,,,,,,,,32649
5858,Animation,Drama,,,,,,,,,32657
5859,Comedy,,,,,,,,,,32659
5860,Comedy,,,,,,,,,,32666
5861,Drama,Mystery,Thriller,,,,,,,,32728
5862,Drama,Horror,Thriller,,,,,,,,32743
5863,Drama,,,,,,,,,,32770
5864,Drama,Romance,,,,,,,,,32799
5865,Comedy,Romance,,,,,,,,,32862
5866,Comedy,,,,,,,,,,32875
5867,Drama,War,,,,,,,,,32892
5868,Action,Adventure,Fantasy,Sci-Fi,,,,,,,32898
5869,Drama,War,,,,,,,,,32906
5870,Drama,Horror,Thriller,,,,,,,,32914
5871,Comedy,Fantasy,Romance,,,,,,,,32917
5872,Adventure,Comedy,Sci-Fi,,,,,,,,33004
5873,Horror,Thriller,,,,,,,,,33085
5874,Animation,Comedy,Sci-Fi,,,,,,,,33090
5875,Drama,War,,,,,,,,,33124
5876,Comedy,Western,,,,,,,,,33126
5877,Action,Crime,Drama,,,,,,,,33132
5878,Adventure,Comedy,Drama,,,,,,,,33138
5879,Comedy,Drama,Romance,,,,,,,,33145
5880,Comedy,Crime,,,,,,,,,33148
5881,Documentary,,,,,,,,,,33154
5882,Action,Crime,Thriller,,,,,,,,33158
5883,Action,Drama,Romance,War,,,,,,,33162
5884,Horror,Thriller,,,,,,,,,33164
5885,Crime,Drama,,,,,,,,,33166
5886,Drama,Mystery,,,,,,,,,33171
5887,Comedy,Romance,,,,,,,,,33188
5888,Drama,Mystery,Romance,Thriller,,,,,,,33201
5889,Drama,Musical,Romance,,,,,,,,33237
5890,Animation,Fantasy,Horror,,,,,,,,33294
5891,Drama,Romance,,,,,,,,,33310
5892,Comedy,Musical,,,,,,,,,33312
5893,Drama,,,,,,,,,,33421
5894,Documentary,,,,,,,,,,33435
5895,Action,Crime,Drama,Thriller,,,,,,,33437
5896,Action,Adventure,Sci-Fi,,,,,,,,33493
5897,Comedy,,,,,,,,,,33495
5898,Comedy,Romance,,,,,,,,,33499
5899,Adventure,Drama,,,,,,,,,33558
5900,Comedy,,,,,,,,,,33564
5901,Adventure,Animation,Children,Comedy,,,,,,,33615
5902,Adventure,Comedy,,,,,,,,,33629
5903,Children,Documentary,,,,,,,,,33639
5904,Horror,Thriller,,,,,,,,,33644
5905,Comedy,Drama,,,,,,,,,33646
5906,Comedy,Drama,Romance,,,,,,,,33649
5907,Drama,Romance,,,,,,,,,33660
5908,Adventure,Comedy,Drama,,,,,,,,33669
5909,Action,Comedy,Drama,,,,,,,,33672
5910,Documentary,,,,,,,,,,33677
5911,Action,Adventure,Comedy,Romance,,,,,,,33679
5912,Action,Adventure,Children,Fantasy,,,,,,,33681
5913,Horror,Thriller,,,,,,,,,33683
5914,Comedy,Drama,Musical,,,,,,,,33725
5915,Comedy,,,,,,,,,,33779
5916,Drama,Romance,,,,,,,,,33781
5917,Action,Crime,IMAX,,,,,,,,33794
5918,Action,Adventure,Fantasy,Sci-Fi,,,,,,,33801
5919,Comedy,Drama,Romance,,,,,,,,33815
5920,Comedy,Drama,,,,,,,,,33826
5921,Adventure,Comedy,Romance,,,,,,,,33830
5922,Action,Horror,Thriller,,,,,,,,33834
5923,Comedy,Fantasy,Romance,,,,,,,,33836
5924,Documentary,,,,,,,,,,33838
5925,Comedy,Drama,,,,,,,,,33880
5926,Comedy,Crime,Thriller,,,,,,,,33893
5927,Horror,,,,,,,,,,33896
5928,Comedy,Crime,Drama,Romance,,,,,,,33903
5929,Comedy,,,,,,,,,,33966
5930,Comedy,Musical,,,,,,,,,34018
5931,Action,Adventure,Sci-Fi,Thriller,,,,,,,34048
5932,Documentary,,,,,,,,,,34072
5933,Comedy,,,,,,,,,,34129
5934,Drama,Horror,Thriller,,,,,,,,34143
5935,Drama,,,,,,,,,,34148
5936,Action,Adventure,Sci-Fi,,,,,,,,34150
5937,Documentary,,,,,,,,,,34153
5938,Comedy,Romance,,,,,,,,,34162
5939,Comedy,Drama,,,,,,,,,34164
5940,Crime,Drama,,,,,,,,,34271
5941,Action,Horror,Sci-Fi,,,,,,,,34292
5942,Comedy,,,,,,,,,,34312
5943,Action,Sci-Fi,Thriller,,,,,,,,34319
5944,Children,Comedy,,,,,,,,,34321
5945,Action,Crime,Horror,,,,,,,,34323
5946,Drama,,,,,,,,,,34326
5947,Drama,Mystery,,,,,,,,,34330
5948,Action,Adventure,Children,Comedy,,,,,,,34332
5949,Action,Adventure,Sci-Fi,Thriller,,,,,,,34334
5950,Comedy,Romance,,,,,,,,,34336
5951,Comedy,Documentary,,,,,,,,,34338
5952,Comedy,,,,,,,,,,34359
5953,Action,Adventure,Drama,Thriller,,,,,,,34397
5954,Action,Adventure,Sci-Fi,,,,,,,,34405
5955,Comedy,Drama,,,,,,,,,34437
5956,Action,Comedy,Crime,Drama,,,,,,,34450
5957,Drama,,,,,,,,,,34482
5958,Action,Adventure,Comedy,,,,,,,,34520
5959,Comedy,Drama,,,,,,,,,34523
5960,Comedy,Drama,,,,,,,,,34528
5961,Comedy,,,,,,,,,,34530
5962,Drama,Horror,Mystery,Thriller,,,,,,,34532
5963,Action,Crime,Drama,,,,,,,,34534
5964,Action,Drama,War,,,,,,,,34536
5965,Comedy,Drama,,,,,,,,,34540
5966,Documentary,,,,,,,,,,34542
5967,Comedy,,,,,,,,,,34800
5968,Action,Crime,Drama,Thriller,,,,,,,34811
5969,Adventure,Drama,,,,,,,,,35015
5970,Animation,Drama,,,,,,,,,35347
5971,Comedy,,,,,,,,,,35807
5972,Comedy,Romance,,,,,,,,,35836
5973,Horror,Thriller,,,,,,,,,35957
5974,Drama,Mystery,Thriller,,,,,,,,36276
5975,Adventure,Children,Comedy,Fantasy,,,,,,,36289
5976,Comedy,Drama,Sci-Fi,,,,,,,,36363
5977,Adventure,Animation,Children,Comedy,Fantasy,War,,,,,36397
5978,Comedy,Fantasy,Horror,Thriller,,,,,,,36401
5979,Comedy,Drama,Romance,,,,,,,,36477
5980,Action,Adventure,Horror,Mystery,Sci-Fi,Thriller,,,,,36509
5981,Drama,Thriller,,,,,,,,,36517
5982,Action,Crime,Thriller,,,,,,,,36519
5983,Comedy,Fantasy,Romance,,,,,,,,36525
5984,Drama,,,,,,,,,,36527
5985,Action,Crime,Drama,Thriller,War,,,,,,36529
5986,Drama,Horror,Mystery,Thriller,,,,,,,36533
5987,Comedy,Drama,,,,,,,,,36535
5988,Comedy,Drama,,,,,,,,,36537
5989,Adventure,Animation,Comedy,,,,,,,,36708
5990,Action,Comedy,Crime,Thriller,,,,,,,36850
5991,Action,Crime,Drama,,,,,,,,36931
5992,Comedy,Musical,Western,,,,,,,,37211
5993,Documentary,,,,,,,,,,37240
5994,Action,Horror,Sci-Fi,,,,,,,,37380
5995,Crime,Drama,Thriller,,,,,,,,37382
5996,Comedy,,,,,,,,,,37384
5997,Action,Sci-Fi,,,,,,,,,37386
5998,Comedy,Horror,Romance,,,,,,,,37444
5999,Drama,,,,,,,,,,37475
6000,Action,Comedy,Crime,,,,,,,,37477
6001,Fantasy,Mystery,Romance,Thriller,,,,,,,37495
6002,Drama,,,,,,,,,,37545
6003,Crime,Drama,Horror,Thriller,,,,,,,37720
6004,Action,Drama,Thriller,,,,,,,,37727
6005,Animation,Comedy,Fantasy,Musical,Romance,,,,,,37729
6006,Crime,Drama,,,,,,,,,37731
6007,Action,Crime,Drama,Thriller,,,,,,,37733
6008,Drama,,,,,,,,,,37736
6009,Drama,,,,,,,,,,37739
6010,Crime,Drama,,,,,,,,,37741
6011,Action,Adventure,Animation,Fantasy,Sci-Fi,,,,,,37830
6012,Comedy,Drama,Romance,,,,,,,,37844
6013,Action,Adventure,Crime,Thriller,,,,,,,37853
6014,Adventure,Children,Drama,Fantasy,,,,,,,37857
6015,Adventure,Animation,Children,Comedy,,,,,,,38038
6016,Comedy,Crime,Mystery,Thriller,,,,,,,38061
6017,Action,Crime,Drama,,,,,,,,38095
6018,Drama,Romance,,,,,,,,,38159
6019,Drama,Romance,,,,,,,,,38164
6020,Documentary,,,,,,,,,,38198
6021,Action,Adventure,Drama,Fantasy,,,,,,,38294
6022,Documentary,,,,,,,,,,38304
6023,Drama,,,,,,,,,,38388
6024,Action,Horror,Sci-Fi,Thriller,,,,,,,38583
6025,Comedy,Drama,,,,,,,,,38798
6026,Comedy,Drama,,,,,,,,,38886
6027,Drama,,,,,,,,,,38992
6028,Drama,Romance,,,,,,,,,39183
6029,Comedy,Drama,Romance,,,,,,,,39231
6030,Drama,,,,,,,,,,39234
6031,Crime,Drama,,,,,,,,,39292
6032,Children,Drama,,,,,,,,,39307
6033,Crime,Drama,Western,,,,,,,,39381
6034,Action,Horror,Mystery,Thriller,,,,,,,39400
6035,Comedy,Drama,Romance,,,,,,,,39414
6036,Thriller,,,,,,,,,,39427
6037,Action,Adventure,Drama,Western,,,,,,,39435
6038,Comedy,Drama,,,,,,,,,39444
6039,Horror,Thriller,,,,,,,,,39446
6040,Comedy,Drama,Romance,,,,,,,,39449
6041,Drama,,,,,,,,,,39516
6042,Comedy,,,,,,,,,,39715
6043,Adventure,Comedy,Fantasy,Horror,,,,,,,39801
6044,Drama,,,,,,,,,,39869
6045,Crime,Drama,Thriller,,,,,,,,40148
6046,Action,Drama,War,,,,,,,,40278
6047,Action,Adventure,Animation,Children,Comedy,Sci-Fi,,,,,40339
6048,Crime,Thriller,,,,,,,,,40412
6049,Drama,War,,,,,,,,,40414
6050,Horror,Sci-Fi,Thriller,,,,,,,,40478
6051,Comedy,Drama,,,,,,,,,40491
6052,Action,Drama,,,,,,,,,40578
6053,Comedy,Romance,,,,,,,,,40581
6054,Drama,Thriller,,,,,,,,,40583
6055,Comedy,Drama,,,,,,,,,40597
6056,Drama,Thriller,,,,,,,,,40614
6057,Horror,Thriller,,,,,,,,,40617
6058,Drama,Romance,,,,,,,,,40629
6059,Sci-Fi,,,,,,,,,,40697
6060,Crime,Horror,Thriller,,,,,,,,40723
6061,Adventure,Drama,Horror,Thriller,,,,,,,40732
6062,Adventure,Fantasy,Thriller,IMAX,,,,,,,40815
6063,Drama,Musical,Romance,,,,,,,,40819
6064,Drama,Musical,Romance,,,,,,,,40826
6065,Action,Adventure,Children,Fantasy,,,,,,,40851
6066,Drama,,,,,,,,,,40870
6067,Comedy,Musical,,,,,,,,,40946
6068,Comedy,Drama,,,,,,,,,40955
6069,Action,Comedy,Crime,Thriller,,,,,,,40959
6070,Comedy,Romance,,,,,,,,,40962
6071,Drama,,,,,,,,,,40966
6072,Crime,Horror,Mystery,Thriller,,,,,,,41014
6073,Crime,Drama,Romance,,,,,,,,41285
6074,Crime,Drama,Thriller,War,,,,,,,41527
6075,Adventure,Children,Fantasy,,,,,,,,41566
6076,Action,Adventure,Drama,Fantasy,Thriller,,,,,,41569
6077,Drama,Romance,,,,,,,,,41571
6078,Comedy,Drama,Romance,,,,,,,,41573
6079,Crime,Drama,Romance,,,,,,,,41617
6080,Action,Drama,,,,,,,,,41627
6081,Comedy,Drama,,,,,,,,,41712
6082,Comedy,Drama,Thriller,,,,,,,,41716
6083,Documentary,,,,,,,,,,41724
6084,Comedy,Drama,Romance,,,,,,,,41769
6085,Comedy,War,,,,,,,,,41828
6086,Adventure,Crime,Drama,,,,,,,,41863
6087,Action,Crime,Drama,Thriller,,,,,,,41997
6088,Comedy,Musical,,,,,,,,,42002
6089,Adventure,Comedy,Drama,,,,,,,,42004
6090,Comedy,Drama,Romance,,,,,,,,42007
6091,Adventure,Comedy,,,,,,,,,42009
6092,Comedy,Crime,,,,,,,,,42011
6093,Comedy,,,,,,,,,,42013
6094,Action,Adventure,Comedy,Drama,Romance,,,,,,42015
6095,Comedy,Drama,,,,,,,,,42018
6096,Drama,Thriller,,,,,,,,,42176
6097,Animation,Children,,,,,,,,,42191
6098,Horror,Thriller,,,,,,,,,42285
6099,Adventure,Drama,Romance,,,,,,,,42418
6100,Animation,Drama,Romance,Sci-Fi,,,,,,,42422
6101,Fantasy,Mystery,Western,,,,,,,,42556
6102,Action,Adventure,Drama,,,,,,,,42559
6103,Documentary,,,,,,,,,,42602
6104,Crime,Drama,Mystery,Thriller,,,,,,,42632
6105,Comedy,Drama,,,,,,,,,42638
6106,Action,Crime,Sci-Fi,,,,,,,,42718
6107,Horror,,,,,,,,,,42723
6108,Comedy,,,,,,,,,,42725
6109,Drama,Romance,,,,,,,,,42728
6110,Drama,,,,,,,,,,42730
6111,Comedy,,,,,,,,,,42732
6112,Animation,Children,Comedy,,,,,,,,42734
6113,Action,Fantasy,Horror,,,,,,,,42738
6114,Comedy,,,,,,,,,,42740
6115,Adventure,Children,Comedy,Fantasy,,,,,,,42761
6116,Adventure,Drama,War,,,,,,,,42943
6117,Action,Comedy,,,,,,,,,42946
6118,Adventure,Comedy,Drama,Fantasy,,,,,,,43289
6119,Drama,Romance,,,,,,,,,43333
6120,Drama,War,,,,,,,,,43376
6121,Drama,,,,,,,,,,43396
6122,Action,Comedy,Crime,Western,,,,,,,43419
6123,Comedy,Drama,,,,,,,,,43460
6124,Action,Crime,Drama,Horror,,,,,,,43549
6125,Drama,,,,,,,,,,43556
6126,Action,Comedy,Crime,,,,,,,,43558
6127,Children,Comedy,Fantasy,,,,,,,,43560
6128,Drama,War,,,,,,,,,43677
6129,Horror,Mystery,Thriller,,,,,,,,43679
6130,Comedy,Drama,Romance,,,,,,,,43684
6131,Comedy,Documentary,,,,,,,,,43708
6132,Comedy,Drama,Romance,,,,,,,,43744
6133,Adventure,Comedy,Crime,,,,,,,,43836
6134,Adventure,Animation,Children,Comedy,,,,,,,43869
6135,Crime,Drama,Thriller,,,,,,,,43871
6136,Horror,Thriller,,,,,,,,,43904
6137,Drama,,,,,,,,,,43908
6138,Crime,Drama,,,,,,,,,43912
6139,Drama,,,,,,,,,,43914
6140,Action,Adventure,Drama,Romance,,,,,,,43917
6141,Comedy,Romance,,,,,,,,,43919
6142,Action,Crime,Thriller,,,,,,,,43921
6143,Action,Fantasy,Sci-Fi,Thriller,,,,,,,43928
6144,Comedy,Romance,,,,,,,,,43930
6145,Action,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,,,,43932
6146,Crime,Thriller,,,,,,,,,43936
6147,Comedy,Romance,,,,,,,,,44004
6148,Action,Animation,Children,Sci-Fi,,,,,,,44020
6149,Adventure,Animation,Children,Comedy,,,,,,,44022
6150,Drama,Romance,,,,,,,,,44189
6151,Action,Sci-Fi,Thriller,IMAX,,,,,,,44191
6152,Comedy,Romance,,,,,,,,,44193
6153,Comedy,Drama,,,,,,,,,44195
6154,Comedy,Crime,Drama,,,,,,,,44197
6155,Crime,Drama,Thriller,,,,,,,,44199
6156,Crime,Drama,,,,,,,,,44204
6157,Children,Comedy,Fantasy,,,,,,,,44225
6158,Comedy,Fantasy,Horror,,,,,,,,44238
6159,Comedy,Fantasy,Horror,,,,,,,,44241
6160,Comedy,Fantasy,Horror,Sci-Fi,,,,,,,44243
6161,Crime,Drama,,,,,,,,,44301
6162,Drama,Horror,Thriller,,,,,,,,44397
6163,Adventure,Children,Comedy,Fantasy,,,,,,,44399
6164,Documentary,,,,,,,,,,44511
6165,Drama,Romance,Thriller,,,,,,,,44555
6166,Action,Crime,Mystery,,,,,,,,44597
6167,Drama,,,,,,,,,,44613
6168,Documentary,,,,,,,,,,44633
6169,Drama,,,,,,,,,,44657
6170,Crime,Drama,Mystery,,,,,,,,44665
6171,Comedy,Drama,,,,,,,,,44694
6172,Drama,,,,,,,,,,44709
6173,Drama,,,,,,,,,,44719
6174,Horror,Sci-Fi,Thriller,,,,,,,,44731
6175,Crime,Drama,Mystery,Thriller,,,,,,,44759
6176,Crime,Drama,Film-Noir,Mystery,,,,,,,44761
6177,Comedy,Horror,,,,,,,,,44773
6178,Comedy,Horror,Sci-Fi,,,,,,,,44777
6179,Documentary,,,,,,,,,,44788
6180,Comedy,Horror,Sci-Fi,,,,,,,,44828
6181,Comedy,,,,,,,,,,44840
6182,Action,Animation,Film-Noir,Sci-Fi,Thriller,,,,,,44849
6183,Comedy,,,,,,,,,,44851
6184,Comedy,Drama,Romance,,,,,,,,44864
6185,Comedy,Drama,Musical,,,,,,,,44889
6186,Drama,Romance,,,,,,,,,44929
6187,Drama,,,,,,,,,,44931
6188,Crime,Drama,,,,,,,,,44937
6189,Documentary,,,,,,,,,,44943
6190,Comedy,Horror,,,,,,,,,44972
6191,Drama,Thriller,,,,,,,,,44974
6192,Comedy,Drama,Musical,,,,,,,,45028
6193,Crime,Drama,Thriller,,,,,,,,45062
6194,Adventure,Animation,Children,Comedy,Fantasy,,,,,,45074
6195,Fantasy,Horror,Thriller,,,,,,,,45081
6196,Comedy,Drama,,,,,,,,,45106
6197,Comedy,Drama,,,,,,,,,45175
6198,Action,Comedy,Crime,Thriller,,,,,,,45183
6199,Action,Adventure,Thriller,,,,,,,,45186
6200,Adventure,Children,Comedy,,,,,,,,45208
6201,Crime,Drama,,,,,,,,,45210
6202,Comedy,,,,,,,,,,45221
6203,Drama,Horror,Mystery,Thriller,,,,,,,45361
6204,Drama,Romance,,,,,,,,,45382
6205,Adventure,Animation,Children,Comedy,,,,,,,45431
6206,Comedy,Drama,,,,,,,,,45440
6207,Action,Adventure,Thriller,IMAX,,,,,,,45442
6208,Drama,Mystery,Thriller,,,,,,,,45447
6209,Action,Sci-Fi,Thriller,,,,,,,,45499
6210,Comedy,Drama,Romance,,,,,,,,45501
6211,Drama,,,,,,,,,,45503
6212,Animation,Children,Comedy,,,,,,,,45517
6213,Drama,,,,,,,,,,45635
6214,Comedy,Drama,,,,,,,,,45648
6215,Drama,,,,,,,,,,45658
6216,Horror,Thriller,,,,,,,,,45662
6217,Comedy,,,,,,,,,,45666
6218,Drama,Fantasy,Romance,,,,,,,,45668
6219,Adventure,Comedy,Drama,Fantasy,Romance,,,,,,45672
6220,Comedy,Drama,,,,,,,,,45720
6221,Action,Adventure,Fantasy,,,,,,,,45722
6222,Comedy,,,,,,,,,,45726
6223,Comedy,,,,,,,,,,45728
6224,Drama,Fantasy,Mystery,,,,,,,,45730
6225,Comedy,Fantasy,Romance,,,,,,,,45732
6226,Drama,Romance,,,,,,,,,45880
6227,Documentary,,,,,,,,,,45928
6228,Documentary,,,,,,,,,,45950
6229,Comedy,Romance,,,,,,,,,45969
6230,Children,Comedy,Drama,Musical,Romance,,,,,,46062
6231,Comedy,Documentary,Romance,,,,,,,,46105
6232,Drama,,,,,,,,,,46231
6233,Action,Drama,,,,,,,,,46322
6234,Action,Crime,Drama,Thriller,,,,,,,46335
6235,Animation,Children,Comedy,,,,,,,,46337
6236,Documentary,,,,,,,,,,46347
6237,Crime,Thriller,,,,,,,,,46367
6238,Action,Adventure,Sci-Fi,IMAX,,,,,,,46530
6239,Drama,War,,,,,,,,,46559
6240,Drama,Thriller,,,,,,,,,46572
6241,Comedy,,,,,,,,,,46574
6242,Adventure,Comedy,Drama,,,,,,,,46578
6243,Drama,Mystery,Thriller,,,,,,,,46664
6244,Drama,Thriller,,,,,,,,,46723
6245,Comedy,,,,,,,,,,46772
6246,Documentary,,,,,,,,,,46850
6247,Action,Drama,Thriller,War,,,,,,,46855
6248,Drama,,,,,,,,,,46862
6249,Comedy,,,,,,,,,,46865
6250,Animation,Children,Fantasy,Mystery,,,,,,,46948
6251,Action,Comedy,Horror,Thriller,,,,,,,46965
6252,Comedy,Fantasy,Mystery,,,,,,,,46967
6253,Action,Comedy,,,,,,,,,46970
6254,Action,Comedy,Fantasy,IMAX,,,,,,,46972
6255,Drama,,,,,,,,,,46974
6256,Comedy,Drama,Fantasy,Romance,,,,,,,46976
6257,Action,Crime,Drama,Thriller,,,,,,,47044
6258,Drama,,,,,,,,,,47099
6259,Comedy,Romance,,,,,,,,,47122
6260,Adventure,Animation,Children,Comedy,Fantasy,IMAX,,,,,47124
6261,Action,Thriller,,,,,,,,,47200
6262,Drama,Romance,,,,,,,,,47202
